"Year","Age","Sex","Characteristics","Salmonella infections [A01-A02]","Shigellosis and amoebiasis [A03, A06]","Tuberculosis [A16-A19]","Whooping cough [A37]","Scarlet fever and erysipelas [A38, A46]","Meningococcal infection [A39]","Sepsis [A40-A41]","Syphilis [A50-A53]","Acute poliomyelitis [A80]","Arthropod-borne viral encephalitis [A83-A84, A85.2]","Measles [B05]","Viral hepatitis [B15-B19]","Human immunodeficiency virus [HIV] disease [B20-B24]","Malaria [B50-B54]","Malignant neoplasms [C00-C97]","In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]","Anaemias [D50-D64]","Diabetes mellitus [E10-E14]","Nutritional deficiencies [E40-E64]","Meningitis [G00, G03]","Parkinson's disease [G20-G21]","Alzheimer's disease [G30]","Diseases of heart [I00-I09, I11, I13, I20-I51]","Essential hypertension and hypertensive renal disease [I10, I12, I15]","Cerebrovascular diseases [I60-I69]","Atherosclerosis [I70]","Aortic aneurysm and dissection [I71]","Influenza and pneumonia [J09-J18]","Acute bronchitis and bronchiolitis [J20-J21]","Chronic lower respiratory diseases [J40-J47]","Pneumoconioses and chemical effects [J60-J66, J68]","Pneumonitis due to solids and liquids [J69]","Peptic ulcer [K25-K28]","Diseases of appendix [K35-K38]","Hernia [K40-K46]","Chronic liver disease and cirrhosis [K70, K73-K74]","Cholelithiasis and other disorders of gallbladder [K80-K82]","Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]","Infections of kidney [N10-N12, N13.6, N15.1]","Hyperplasia of prostate [N40]","Inflammatory diseases of female pelvic organs [N70-N76]","Pregnancy, childbirth and the puerperium [O00-O99]","Certain conditions originating in the perinatal period [P00-P96]","Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]","Accidents (unintentional injuries) [V01-X59, Y85-Y86]","Intentional self-harm (suicide) [X60-X84, Y87.0]","Assault (homicide) [X85-Y09, Y87.1]","Legal intervention [Y35, Y89.0]","Operations of war and their sequelae [Y36, Y89.1]","Complications of medical and surgical care [Y40-Y84, Y88]","Other causes of death"
2016,"All ages","Females","Number of deaths",3,0,31,0,0,5,997,1,0,0,0,151,41,0,37637,786,264,3152,116,24,1133,4446,23910,883,7873,322,546,3280,25,6123,11,633,203,20,219,1188,225,1553,71,0,15,24,488,495,5134,1039,93,0,0,79,28202
2016,"All ages","Females","Percentage of deaths",0,0,0,0,0,0,0.8,0,0,0,0,0.1,0,0,28.6,0.6,0.2,2.4,0.1,0,0.9,3.4,18.2,0.7,6,0.2,0.4,2.5,0,4.7,0,0.5,0.2,0,0.2,0.9,0.2,1.2,0.1,0,0,0,0.4,0.4,3.9,0.8,0.1,0,0,0.1,21.5
2016,"All ages","Females","Age-specific mortality rate per 100,000 population",0,0,0.2,0,0,0,5.5,0,0,0,0,0.8,0.2,0,205.9,4.3,1.4,17.2,0.6,0.1,6.2,24.3,130.8,4.8,43.1,1.8,3,17.9,0.1,33.5,0.1,3.5,1.1,0.1,1.2,6.5,1.2,8.5,0.4,0,0.1,0.1,2.7,2.7,28.1,5.7,0.5,0,0,0.4,154.3
2016,"All ages","Females","Rank of leading causes of death",39,41,31,41,41,38,13,40,41,41,41,25,30,41,1,15,21,8,26,33,11,6,2,14,3,20,17,7,32,4,37,16,24,35,23,10,22,9,29,0,36,33,19,18,5,12,27,41,41,28,0
2016,"1 to 14 years","Both sexes","Number of deaths",0,0,0,0,0,3,6,0,0,0,0,0,1,0,130,7,3,2,0,2,0,0,22,0,4,0,0,23,0,4,0,1,1,1,0,0,0,1,1,0,0,0,4,81,146,48,8,0,0,1,192
2016,"1 to 14 years","Both sexes","Percentage of deaths",0,0,0,0,0,0.4,0.9,0,0,0,0,0,0.1,0,18.8,1,0.4,0.3,0,0.3,0,0,3.2,0,0.6,0,0,3.3,0,0.6,0,0.1,0.1,0.1,0,0,0,0.1,0.1,0,0,0,0.6,11.7,21.1,6.9,1.2,0,0,0.1,27.7
2016,"1 to 14 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,2.4,0.1,0.1,0,0,0,0,0,0.4,0,0.1,0,0,0.4,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.5,2.7,0.9,0.1,0,0,0,3.5
2016,"1 to 14 years","Both sexes","Rank of leading causes of death",24,24,24,24,24,13,9,24,24,24,24,24,17,24,2,8,13,15,24,15,24,24,6,24,10,24,24,5,24,10,24,17,17,17,24,24,24,17,17,24,24,24,10,3,1,4,7,24,24,17,0
2016,"1 to 14 years","Males","Number of deaths",0,0,0,0,0,2,2,0,0,0,0,0,0,0,70,6,2,1,0,1,0,0,11,0,2,0,0,9,0,3,0,1,1,1,0,0,0,0,1,0,0,0,3,45,88,16,3,0,0,1,109
2016,"1 to 14 years","Males","Percentage of deaths",0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,18.5,1.6,0.5,0.3,0,0.3,0,0,2.9,0,0.5,0,0,2.4,0,0.8,0,0.3,0.3,0.3,0,0,0,0,0.3,0,0,0,0.8,11.9,23.3,4.2,0.8,0,0,0.3,28.8
2016,"1 to 14 years","Males","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,2.5,0.2,0.1,0,0,0,0,0,0.4,0,0.1,0,0,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.6,3.2,0.6,0.1,0,0,0,3.9
2016,"1 to 14 years","Males","Rank of leading causes of death",22,22,22,22,22,11,11,22,22,22,22,22,22,22,2,7,11,15,22,15,22,22,5,22,11,22,22,6,22,8,22,15,15,15,22,22,22,22,15,22,0,0,8,3,1,4,8,22,22,15,0
2016,"1 to 14 years","Females","Number of deaths",0,0,0,0,0,1,4,0,0,0,0,0,1,0,60,1,1,1,0,1,0,0,11,0,2,0,0,14,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,36,58,32,5,0,0,0,83
2016,"1 to 14 years","Females","Percentage of deaths",0,0,0,0,0,0.3,1.3,0,0,0,0,0,0.3,0,19.1,0.3,0.3,0.3,0,0.3,0,0,3.5,0,0.6,0,0,4.5,0,0.3,0,0,0,0,0,0,0,0.3,0,0,0,0,0.3,11.5,18.5,10.2,1.6,0,0,0,26.4
2016,"1 to 14 years","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0.4,0,0.1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,2.2,1.2,0.2,0,0,0,3.1
2016,"1 to 14 years","Females","Rank of leading causes of death",19,19,19,19,19,10,8,19,19,19,19,19,10,19,1,10,10,10,19,10,19,19,6,19,9,19,19,5,19,10,19,19,19,19,19,19,19,10,19,0,19,19,10,3,2,4,7,19,19,19,0
2016,"1 to 4 years","Both sexes","Number of deaths",0,0,0,0,0,3,2,0,0,0,0,0,1,0,37,3,0,0,0,0,0,0,8,0,0,0,0,14,0,2,0,1,0,0,0,0,0,1,1,0,0,0,2,53,68,0,1,0,0,0,90
2016,"1 to 4 years","Both sexes","Percentage of deaths",0,0,0,0,0,1,0.7,0,0,0,0,0,0.3,0,12.9,1,0,0,0,0,0,0,2.8,0,0,0,0,4.9,0,0.7,0,0.3,0,0,0,0,0,0.3,0.3,0,0,0,0.7,18.5,23.7,0,0.3,0,0,0,31.4
2016,"1 to 4 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.2,0.1,0,0,0,0,0,0.1,0,2.4,0.2,0,0,0,0,0,0,0.5,0,0,0,0,0.9,0,0.1,0,0.1,0,0,0,0,0,0.1,0.1,0,0,0,0.1,3.4,4.4,0,0.1,0,0,0,5.8
2016,"1 to 4 years","Both sexes","Rank of leading causes of death",16,16,16,16,16,6,8,16,16,16,16,16,11,16,3,6,16,16,16,16,16,16,5,16,16,16,16,4,16,8,16,11,16,16,16,16,16,11,11,16,16,16,8,2,1,16,11,16,16,16,0
2016,"1 to 4 years","Males","Number of deaths",0,0,0,0,0,2,0,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,3,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,29,43,0,1,0,0,0,50
2016,"1 to 4 years","Males","Percentage of deaths",0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,15.2,1.2,0,0,0,0,0,0,1.8,0,0,0,0,3,0,0.6,0,0.6,0,0,0,0,0,0,0.6,0,0,0,0.6,17.7,26.2,0,0.6,0,0,0,30.5
2016,"1 to 4 years","Males","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,3.1,0.3,0,0,0,0,0,0,0.4,0,0,0,0,0.6,0,0.1,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0.1,3.6,5.4,0,0.1,0,0,0,6.3
2016,"1 to 4 years","Males","Rank of leading causes of death",13,13,13,13,13,6,13,13,13,13,13,13,13,13,3,6,13,13,13,13,13,13,5,13,13,13,13,4,13,8,13,8,13,13,13,13,13,13,8,13,0,0,8,2,1,13,8,13,13,13,0
2016,"1 to 4 years","Females","Number of deaths",0,0,0,0,0,1,2,0,0,0,0,0,1,0,12,1,0,0,0,0,0,0,5,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,24,25,0,0,0,0,0,40
2016,"1 to 4 years","Females","Percentage of deaths",0,0,0,0,0,0.8,1.6,0,0,0,0,0,0.8,0,9.8,0.8,0,0,0,0,0,0,4.1,0,0,0,0,7.3,0,0.8,0,0,0,0,0,0,0,0.8,0,0,0,0,0.8,19.5,20.3,0,0,0,0,0,32.5
2016,"1 to 4 years","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.1,0.3,0,0,0,0,0,0.1,0,1.6,0.1,0,0,0,0,0,0,0.7,0,0,0,0,1.2,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,3.2,3.3,0,0,0,0,0,5.3
2016,"1 to 4 years","Females","Rank of leading causes of death",13,13,13,13,13,7,6,13,13,13,13,13,7,13,3,7,13,13,13,13,13,13,5,13,13,13,13,4,13,7,13,13,13,13,13,13,13,7,13,0,13,13,7,2,1,13,13,13,13,13,0
2016,"5 to 9 years","Both sexes","Number of deaths",0,0,0,0,0,0,1,0,0,0,0,0,0,0,47,1,1,0,0,1,0,0,7,0,1,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,14,34,1,4,0,0,1,43
2016,"5 to 9 years","Both sexes","Percentage of deaths",0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,28.8,0.6,0.6,0,0,0.6,0,0,4.3,0,0.6,0,0,3.1,0,0.6,0,0,0,0.6,0,0,0,0,0,0,0,0,0,8.6,20.9,0.6,2.5,0,0,0.6,26.4
2016,"5 to 9 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2.4,0.1,0.1,0,0,0.1,0,0,0.4,0,0.1,0,0,0.3,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.7,1.7,0.1,0.2,0,0,0.1,2.2
2016,"5 to 9 years","Both sexes","Rank of leading causes of death",16,16,16,16,16,16,7,16,16,16,16,16,16,16,1,7,7,16,16,7,16,16,4,16,7,16,16,5,16,7,16,16,16,7,16,16,16,16,16,16,16,16,16,3,2,7,6,16,16,7,0
2016,"5 to 9 years","Males","Number of deaths",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,1,0,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,19,0,0,0,0,1,19
2016,"5 to 9 years","Males","Percentage of deaths",0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,1.3,1.3,0,0,0,0,0,5.1,0,0,0,0,2.5,0,1.3,0,0,0,1.3,0,0,0,0,0,0,0,0,0,7.6,24.1,0,0,0,0,1.3,24.1
2016,"5 to 9 years","Males","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.1,0.1,0,0,0,0,0,0.4,0,0,0,0,0.2,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.6,1.9,0,0,0,0,0.1,1.9
2016,"5 to 9 years","Males","Rank of leading causes of death",11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,6,6,11,11,11,11,11,4,11,11,11,11,5,11,6,11,11,11,6,11,11,11,11,11,11,0,0,11,3,2,11,11,11,11,6,0
2016,"5 to 9 years","Females","Number of deaths",0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0,0,0,1,0,0,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,1,4,0,0,0,24
2016,"5 to 9 years","Females","Percentage of deaths",0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,27.4,0,0,0,0,1.2,0,0,3.6,0,1.2,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,17.9,1.2,4.8,0,0,0,28.6
2016,"5 to 9 years","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2.4,0,0,0,0,0.1,0,0,0.3,0,0.1,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.5,0.1,0.4,0,0,0,2.5
2016,"5 to 9 years","Females","Rank of leading causes of death",11,11,11,11,11,11,7,11,11,11,11,11,11,11,1,11,11,11,11,7,11,11,5,11,7,11,11,5,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11,3,2,7,4,11,11,11,0
2016,"10 to 14 years","Both sexes","Number of deaths",0,0,0,0,0,0,3,0,0,0,0,0,0,0,46,3,2,2,0,1,0,0,7,0,3,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,14,44,47,3,0,0,0,59
2016,"10 to 14 years","Both sexes","Percentage of deaths",0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,19,1.2,0.8,0.8,0,0.4,0,0,2.9,0,1.2,0,0,1.7,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,0,0.8,5.8,18.2,19.4,1.2,0,0,0,24.4
2016,"10 to 14 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,2.4,0.2,0.1,0.1,0,0.1,0,0,0.4,0,0.2,0,0,0.2,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.7,2.3,2.5,0.2,0,0,0,3.1
2016,"10 to 14 years","Both sexes","Rank of leading causes of death",17,17,17,17,17,17,7,17,17,17,17,17,17,17,2,7,11,11,17,14,17,17,5,17,7,17,17,6,17,14,17,17,14,17,17,17,17,17,17,17,17,17,11,4,3,1,7,17,17,17,0
2016,"10 to 14 years","Males","Number of deaths",0,0,0,0,0,0,2,0,0,0,0,0,0,0,21,3,1,1,0,1,0,0,4,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,10,26,16,2,0,0,0,40
2016,"10 to 14 years","Males","Percentage of deaths",0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,15.6,2.2,0.7,0.7,0,0.7,0,0,3,0,1.5,0,0,1.5,0,0.7,0,0,0.7,0,0,0,0,0,0,0,0,0,1.5,7.4,19.3,11.9,1.5,0,0,0,29.6
2016,"10 to 14 years","Males","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,2.2,0.3,0.1,0.1,0,0.1,0,0,0.4,0,0.2,0,0,0.2,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0.2,1,2.7,1.7,0.2,0,0,0,4.1
2016,"10 to 14 years","Males","Rank of leading causes of death",17,17,17,17,17,17,7,17,17,17,17,17,17,17,2,6,12,12,17,12,17,17,5,17,7,17,17,7,17,12,17,17,12,17,17,17,17,17,17,17,0,0,7,4,1,3,7,17,17,17,0
2016,"10 to 14 years","Females","Number of deaths",0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,0,1,1,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,31,1,0,0,0,19
2016,"10 to 14 years","Females","Percentage of deaths",0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,23.4,0,0.9,0.9,0,0,0,0,2.8,0,0.9,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,16.8,29,0.9,0,0,0,17.8
2016,"10 to 14 years","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2.7,0,0.1,0.1,0,0,0,0,0.3,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2,3.4,0.1,0,0,0,2.1
2016,"10 to 14 years","Females","Rank of leading causes of death",12,12,12,12,12,12,7,12,12,12,12,12,12,12,2,12,7,7,12,12,12,12,5,12,7,12,12,6,12,12,12,12,12,12,12,12,12,12,12,0,12,12,12,4,3,1,7,12,12,12,0
2016,"15 to 24","Both sexes","Number of deaths",0,0,2,0,0,0,3,0,0,0,0,0,1,0,134,4,1,11,0,1,0,0,43,0,7,0,1,14,0,4,1,4,1,0,1,1,0,4,0,0,1,0,0,34,723,487,87,2,0,1,409
2016,"15 to 24","Both sexes","Percentage of deaths",0,0,0.1,0,0,0,0.2,0,0,0,0,0,0.1,0,6.8,0.2,0.1,0.6,0,0.1,0,0,2.2,0,0.4,0,0.1,0.7,0,0.2,0.1,0.2,0.1,0,0.1,0.1,0,0.2,0,0,0.1,0,0,1.7,36.5,24.6,4.4,0.1,0,0.1,20.6
2016,"15 to 24","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,3,0.1,0,0.2,0,0,0,0,0.9,0,0.2,0,0,0.3,0,0.1,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0.7,15.9,10.7,1.9,0,0,0,9
2016,"15 to 24","Both sexes","Rank of leading causes of death",27,27,15,27,27,27,14,27,27,27,27,27,17,27,3,10,17,8,27,17,27,27,5,27,9,27,17,7,27,10,17,10,17,27,17,17,27,10,27,27,17,27,27,6,1,2,4,15,27,17,0
2016,"15 to 24","Males","Number of deaths",0,0,1,0,0,0,1,0,0,0,0,0,0,0,88,2,1,6,0,1,0,0,25,0,4,0,1,8,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,24,518,345,77,2,0,0,275
2016,"15 to 24","Males","Percentage of deaths",0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,6.4,0.1,0.1,0.4,0,0.1,0,0,1.8,0,0.3,0,0.1,0.6,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1.7,37.5,24.9,5.6,0.1,0,0,19.9
2016,"15 to 24","Males","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0.1,0,0.3,0,0,0,0,1.1,0,0.2,0,0,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.2,14.8,3.3,0.1,0,0,11.8
2016,"15 to 24","Males","Rank of leading causes of death",19,19,13,19,19,19,13,19,19,19,19,19,19,19,3,11,13,8,19,13,19,19,5,19,9,19,13,7,19,10,13,19,19,19,19,19,19,19,19,19,0,0,19,6,1,2,4,11,19,19,0
2016,"15 to 24","Females","Number of deaths",0,0,1,0,0,0,2,0,0,0,0,0,1,0,46,2,0,5,0,0,0,0,18,0,3,0,0,6,0,1,0,4,1,0,1,1,0,4,0,0,1,0,0,10,205,142,10,0,0,1,134
2016,"15 to 24","Females","Percentage of deaths",0,0,0.2,0,0,0,0.3,0,0,0,0,0,0.2,0,7.7,0.3,0,0.8,0,0,0,0,3,0,0.5,0,0,1,0,0.2,0,0.7,0.2,0,0.2,0.2,0,0.7,0,0,0.2,0,0,1.7,34.2,23.7,1.7,0,0,0.2,22.4
2016,"15 to 24","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2.1,0.1,0,0.2,0,0,0,0,0.8,0,0.1,0,0,0.3,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0.5,9.3,6.4,0.5,0,0,0,6.1
2016,"15 to 24","Females","Rank of leading causes of death",22,22,14,22,22,22,12,22,22,22,22,22,14,22,3,12,22,8,22,22,22,22,4,22,11,22,22,7,22,14,22,9,14,22,14,14,22,9,22,0,14,22,22,5,1,2,5,22,22,14,0
2016,"15 to 19 years","Both sexes","Number of deaths",0,0,2,0,0,0,1,0,0,0,0,0,0,0,58,1,0,4,0,1,0,0,9,0,3,0,0,6,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,18,232,185,29,0,0,0,133
2016,"15 to 19 years","Both sexes","Percentage of deaths",0,0,0.3,0,0,0,0.1,0,0,0,0,0,0,0,8.4,0.1,0,0.6,0,0.1,0,0,1.3,0,0.4,0,0,0.9,0,0.3,0,0.1,0,0,0.1,0,0,0.1,0,0,0,0,0,2.6,33.8,26.9,4.2,0,0,0,19.4
2016,"15 to 19 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0.2,0,0,0,0,0.4,0,0.1,0,0,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,11.2,9,1.4,0,0,0,6.4
2016,"15 to 19 years","Both sexes","Rank of leading causes of death",18,18,10,18,18,18,12,18,18,18,18,18,18,18,3,12,18,8,18,12,18,18,6,18,9,18,18,7,18,10,18,12,18,18,12,18,18,12,18,18,18,18,18,5,1,2,4,18,18,18,0
2016,"15 to 19 years","Males","Number of deaths",0,0,1,0,0,0,0,0,0,0,0,0,0,0,44,1,0,3,0,1,0,0,5,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,145,119,26,0,0,0,95
2016,"15 to 19 years","Males","Percentage of deaths",0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,9.6,0.2,0,0.7,0,0.2,0,0,1.1,0,0.2,0,0,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,31.8,26.1,5.7,0,0,0,20.8
2016,"15 to 19 years","Males","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,4.1,0.1,0,0.3,0,0.1,0,0,0.5,0,0.1,0,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,13.6,11.2,2.4,0,0,0,8.9
2016,"15 to 19 years","Males","Rank of leading causes of death",14,14,9,14,14,14,14,14,14,14,14,14,14,14,3,9,14,7,14,9,14,14,6,14,9,14,14,8,14,9,14,14,14,14,14,14,14,14,14,14,0,0,14,5,1,2,4,14,14,14,0
2016,"15 to 19 years","Females","Number of deaths",0,0,1,0,0,0,1,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,4,0,2,0,0,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,6,87,66,3,0,0,0,38
2016,"15 to 19 years","Females","Percentage of deaths",0,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0,6.1,0,0,0.4,0,0,0,0,1.7,0,0.9,0,0,1.7,0,0.4,0,0.4,0,0,0.4,0,0,0.4,0,0,0,0,0,2.6,37.7,28.6,1.3,0,0,0,16.5
2016,"15 to 19 years","Females","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,1.4,0,0,0.1,0,0,0,0,0.4,0,0.2,0,0,0.4,0,0.1,0,0.1,0,0,0.1,0,0,0.1,0,0,0,0,0,0.6,8.7,6.6,0.3,0,0,0,3.8
2016,"15 to 19 years","Females","Rank of leading causes of death",16,16,9,16,16,16,9,16,16,16,16,16,16,16,3,16,16,9,16,16,16,16,5,16,8,16,16,5,16,9,16,9,16,16,9,16,16,9,16,0,16,16,16,4,1,2,7,16,16,16,0
2016,"20 to 24 years","Both sexes","Number of deaths",0,0,0,0,0,0,2,0,0,0,0,0,1,0,76,3,1,7,0,0,0,0,34,0,4,0,1,8,0,2,1,3,1,0,0,1,0,3,0,0,1,0,0,16,491,302,58,2,0,1,276
2016,"20 to 24 years","Both sexes","Percentage of deaths",0,0,0,0,0,0,0.2,0,0,0,0,0,0.1,0,5.9,0.2,0.1,0.5,0,0,0,0,2.6,0,0.3,0,0.1,0.6,0,0.2,0.1,0.2,0.1,0,0,0.1,0,0.2,0,0,0.1,0,0,1.2,37.9,23.3,4.5,0.2,0,0.1,21.3
2016,"20 to 24 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,3.1,0.1,0,0.3,0,0,0,0,1.4,0,0.2,0,0,0.3,0,0.1,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0.6,19.9,12.2,2.4,0.1,0,0,11.2
2016,"20 to 24 years","Both sexes","Rank of leading causes of death",24,24,24,24,24,24,13,24,24,24,24,24,16,24,3,10,16,8,24,24,24,24,5,24,9,24,16,7,24,13,16,10,16,24,24,16,24,10,24,24,16,24,24,6,1,2,4,13,24,16,0
2016,"20 to 24 years","Males","Number of deaths",0,0,0,0,0,0,1,0,0,0,0,0,0,0,44,1,1,3,0,0,0,0,20,0,3,0,1,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,12,373,226,51,2,0,0,180
2016,"20 to 24 years","Males","Percentage of deaths",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,4.7,0.1,0.1,0.3,0,0,0,0,2.2,0,0.3,0,0.1,0.6,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1.3,40.2,24.4,5.5,0.2,0,0,19.4
2016,"20 to 24 years","Males","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,3.5,0.1,0.1,0.2,0,0,0,0,1.6,0,0.2,0,0.1,0.5,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,29.5,17.9,4,0.2,0,0,14.2
2016,"20 to 24 years","Males","Rank of leading causes of death",17,17,17,17,17,17,12,17,17,17,17,17,17,17,4,12,12,8,17,17,17,17,5,17,8,17,12,7,17,10,12,17,17,17,17,17,17,17,17,17,0,0,17,6,1,2,3,10,17,17,0
2016,"20 to 24 years","Females","Number of deaths",0,0,0,0,0,0,1,0,0,0,0,0,1,0,32,2,0,4,0,0,0,0,14,0,1,0,0,2,0,0,0,3,1,0,0,1,0,3,0,0,1,0,0,4,118,76,7,0,0,1,96
2016,"20 to 24 years","Females","Percentage of deaths",0,0,0,0,0,0,0.3,0,0,0,0,0,0.3,0,8.7,0.5,0,1.1,0,0,0,0,3.8,0,0.3,0,0,0.5,0,0,0,0.8,0.3,0,0,0.3,0,0.8,0,0,0.3,0,0,1.1,32.1,20.7,1.9,0,0,0.3,26.1
2016,"20 to 24 years","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,2.7,0.2,0,0.3,0,0,0,0,1.2,0,0.1,0,0,0.2,0,0,0,0.2,0.1,0,0,0.1,0,0.2,0,0,0.1,0,0,0.3,9.8,6.3,0.6,0,0,0.1,8
2016,"20 to 24 years","Females","Rank of leading causes of death",19,19,19,19,19,19,12,19,19,19,19,19,12,19,3,10,19,6,19,19,19,19,4,19,12,19,19,10,19,19,19,8,12,19,19,12,19,8,19,0,12,19,19,6,1,2,5,19,19,12,0
2016,"25 to 34 years","Both sexes","Number of deaths",0,0,1,0,0,0,10,0,0,1,0,3,9,0,347,7,3,38,0,0,0,0,157,2,37,1,9,28,0,16,1,5,1,0,1,39,2,11,3,0,0,13,1,36,1250,602,104,2,0,2,724
